instansi,status,reference
pemerintah kabupaten padang pariaman,no,pemkab padang lawas utara
pemerintah kabupaten padang pariaman,no,pemerintah kabupaten padang lawas
pemerintah kabupaten padang pariaman,yes,pemkab padang pariaman
pemerintah kabupaten padang pariaman,no,pemerintah kabupaten padang lawas utara
pemerintah kabupaten padang pariaman,no,pemkab padang lawas
pemerintah kabupaten pakpak bharat,yes,pemkab pakpak bharat
pemerintah kabupaten pakpak bharat,no,pemerintah kabupaten barat
pemerintah kabupaten pakpak bharat,no,pemerintah kabupaten fakfak
pemerintah kabupaten pakpak bharat,no,pemkab fakfak
pemerintah kabupaten pangkajene kepulauan,yes,pemkab pangkajene kepulauan
pemerintah kabupaten pangkajene kepulauan,no,pemkab kepulauan sangihe
pemerintah kabupaten pangkajene kepulauan,no,pemerintah kabupaten kepulauan sangihe
pemerintah kabupaten pangkajene kepulauan,no,pemkab kepulauan meranti
pemerintah kabupaten pangkajene kepulauan,no,pemkab konawe kepulauan
pemerintah kabupaten pangkajene kepulauan,no,pemkab kepulauan mentawai
pemerintah kabupaten pangkajene kepulauan,no,pemerintah kabupaten banggai kepulauan
pemerintah kabupaten pangkajene kepulauan,no,pemerintah kabupaten konawe kepulauan
pemerintah kabupaten pangkajene kepulauan,no,pemerintah kabupaten kepulauan meranti
pemerintah kabupaten pangkajene kepulauan,no,pemerintah kabupaten kepulauan mentawai
pemerintah kabupaten pangkajene kepulauan,no,pemkab kepulauan selayar
pemerintah kabupaten pangkajene kepulauan,no,pemerintah kabupaten kepulauan siau tagulandang biaro
pemerintah kabupaten pangkajene kepulauan,no,pemerintah kabupaten kepulauan talaud
pemerintah kabupaten pangkajene kepulauan,no,pemkab kepulauan talaud
pemerintah kabupaten pangkajene kepulauan,no,pemerintah kabupaten kepulauan selayar
pemerintah kabupaten pangkajene kepulauan,no,pemkab banggai kepulauan
pemerintah kabupaten pangkajene kepulauan,no,pemkab kepulauan siau tagulandang biaro
pemerintah kabupaten parigi moutong,yes,pemkab parigi moutong
pemerintah kabupaten parigi moutong,no,pemerintah kabupaten padang pariaman
pemerintah kabupaten parigi moutong,no,pemkab padang pariaman
pemerintah kabupaten pasaman,no,pemerintah kabupaten pasaman barat
pemerintah kabupaten pasaman,yes,pemkab pasaman
pemerintah kabupaten pasaman,no,pemkab pasaman barat
pemerintah kabupaten pasaman,no,pemkab pasangkayu
pemerintah kabupaten pasaman,no,pemerintah kabupaten pasangkayu
pemerintah kabupaten pasaman barat,no,pemkab pasaman
pemerintah kabupaten pasaman barat,no,pemerintah kabupaten pasangkayu
pemerintah kabupaten pasaman barat,no,pemkab pasangkayu
pemerintah kabupaten pasaman barat,yes,pemkab pasaman barat
pemerintah kabupaten pasaman barat,no,pemerintah kabupaten pasaman
pemerintah kabupaten pegunungan arfak,yes,pemkab pegunungan arfak
pemerintah kabupaten pegunungan arfak,no,pemkab pegunungan bintang
pemerintah kabupaten pegunungan arfak,no,pemerintah kabupaten pegunungan bintang
pemerintah kabupaten pelalawan,no,pemkab pesawaran
pemerintah kabupaten pelalawan,yes,pemkab pelalawan
pemerintah kabupaten pelalawan,no,pemerintah kabupaten pesawaran
pemerintah kabupaten pesisir selatan,no,pemkab pesisir barat
pemerintah kabupaten pesisir selatan,no,pemerintah kabupaten pesisir barat
pemerintah kabupaten pesisir selatan,yes,pemkab pesisir selatan
pemerintah kabupaten pinrang,yes,pemkab pinrang
pemerintah kabupaten pinrang,no,pemkab paniai
pemerintah kabupaten pinrang,no,pemerintah kabupaten paniai
pemerintah kabupaten poso,no,pemerintah kabupaten wonosobo
pemerintah kabupaten poso,no,pemkab wonosobo
pemerintah kabupaten poso,yes,pemkab poso
pemerintah kabupaten raja ampat,no,pemerintah kabupaten empat lawang
pemerintah kabupaten raja ampat,no,pemkab empat lawang
pemerintah kabupaten raja ampat,yes,pemkab raja ampat
pemerintah kabupaten rokan hilir,no,pemkab rokan hulu
pemerintah kabupaten rokan hilir,no,pemerintah kabupaten rokan hulu
pemerintah kabupaten rokan hilir,yes,pemkab rokan hilir
pemerintah kabupaten rokan hulu,no,pemerintah kabupaten rokan hilir
pemerintah kabupaten rokan hulu,no,pemkab rokan hilir
pemerintah kabupaten rokan hulu,yes,pemkab rokan hulu
pemerintah kabupaten siak,no,pemerintah kabupaten sigi
pemerintah kabupaten siak,yes,pemkab siak
pemerintah kabupaten sidenreng rappang,yes,pemkab sidenreng rappang
pemerintah kabupaten sidenreng rappang,no,pemerintah kabupaten kuantan singingi
pemerintah kabupaten sijunjung,yes,pemkab sijunjung
pemerintah kabupaten sijunjung,no,pemerintah kabupaten simalungun
pemerintah kabupaten solok,no,pemerintah kabupaten sorong selatan
pemerintah kabupaten solok,no,pemkab sorong
pemerintah kabupaten solok,no,pemkab sorong selatan
pemerintah kabupaten solok,no,pemerintah kabupaten sorong
pemerintah kabupaten solok,yes,pemkab solok
pemerintah kabupaten solok,no,pemkab solok selatan
pemerintah kabupaten solok,no,pemerintah kabupaten solok selatan
pemerintah kabupaten soppeng,no,pemerintah kabupaten sorong
pemerintah kabupaten soppeng,yes,pemkab soppeng
pemerintah kabupaten sorong selatan,no,pemerintah kabupaten solok selatan
pemerintah kabupaten sorong selatan,yes,pemkab sorong selatan
pemerintah kabupaten sorong selatan,no,pemkab sorong
pemerintah kabupaten sorong selatan,no,pemerintah kabupaten sorong
pemerintah kabupaten sorong selatan,no,pemkab solok
pemerintah kabupaten sorong selatan,no,pemerintah kabupaten solok
pemerintah kabupaten sorong selatan,no,pemkab solok selatan
pemerintah kabupaten tambrauw,no,pemerintah kabupaten tanggamus
pemerintah kabupaten tambrauw,yes,pemkab tambrauw
pemerintah kabupaten tana toraja,yes,pemkab tana toraja
pemerintah kabupaten tana toraja,no,pemerintah kabupaten toraja utara
pemerintah kabupaten tana toraja,no,pemkab toraja utara
pemerintah kabupaten tana toraja,no,pemkab tanah datar
pemerintah kabupaten tana toraja,no,pemerintah kabupaten tanah datar
pemerintah kabupaten tapanuli selatan,no,pemkab tapanuli utara
pemerintah kabupaten tapanuli selatan,yes,pemkab tapanuli selatan
pemerintah kabupaten tapanuli selatan,no,pemerintah kabupaten tapanuli utara
pemerintah kabupaten tapanuli selatan,no,pemerintah kabupaten tapanuli tengah
pemerintah kabupaten tapanuli selatan,no,pemkab tapanuli tengah
pemerintah kabupaten tapanuli utara,no,pemkab tapanuli tengah
pemerintah kabupaten tapanuli utara,no,pemerintah kabupaten tapanuli tengah
pemerintah kabupaten tapanuli utara,yes,pemkab tapanuli utara
pemerintah kabupaten tapanuli utara,no,pemkab tapanuli selatan
pemerintah kabupaten tapanuli utara,no,pemerintah kabupaten tapanuli selatan
pemerintah kabupaten teluk bintuni,no,pemerintah kabupaten teluk wondama
pemerintah kabupaten teluk bintuni,no,pemkab teluk wondama
pemerintah kabupaten teluk bintuni,yes,pemkab teluk bintuni
pemerintah kabupaten toba samosir,no,pemkab samosir
pemerintah kabupaten toba samosir,no,pemerintah kabupaten samosir
pemerintah kabupaten toba samosir,yes,pemkab toba samosir
pemerintah kabupaten tojo una una,no,pemkab toraja
pemerintah kabupaten tojo una una,yes,pemkab tojo una una
pemerintah kabupaten tojo una una,no,pemerintah kabupaten toraja
pemerintah kabupaten toli toli,yes,pemkab toli toli
pemerintah kabupaten toli toli,yes,pemerintah kabupaten toli-toli
pemerintah kabupaten toraja utara,no,pemerintah kabupaten tana toraja
pemerintah kabupaten toraja utara,no,pemkab tana toraja
pemerintah kabupaten toraja utara,yes,pemkab toraja utara
pemerintah kabupaten wajo,no,pemerintah kabupaten wakatobi
pemerintah kabupaten wajo,no,pemkab wakatobi
pemerintah kabupaten wajo,yes,pemkab wajo
pemerintah kabupaten wakatobi,no,pemerintah kabupaten wajo
pemerintah kabupaten wakatobi,yes,pemkab wakatobi
pemerintah kabupaten wakatobi,no,pemkab wajo
pemerintah kota bau bau,yes,pemerintah kota baubau
pemerintah kota bau bau,yes,pemkot bau bau
pemerintah kota bau bau,no,pemerintah kota batu
pemerintah kota bau bau,yes,pemkot baubau
pemerintah kota bitung,no,pemerintah kota bukittinggi
pemerintah kota bitung,yes,pemkot bitung
pemerintah kota bukittinggi,no,pemerintah kota bitung
pemerintah kota bukittinggi,yes,pemkot bukittinggi
pemerintah kota gunungsitoli,no,pemerintah kabupaten gunung mas
pemerintah kota gunungsitoli,yes,pemkot gunungsitoli
pemerintah kota kendari,no,pemerintah kota kediri
pemerintah kota kendari,yes,pemkot kendari
pemerintah kota kotamobagu,yes,pemkot kotamobagu
pemerintah kota kotamobagu,no,pemerintah kabupaten kotabaru
pemerintah kota lubuk linggau,yes,pemkot lubuk linggau
pemerintah kota lubuk linggau,no,pemerintah kabupaten sanggau
pemerintah kota lubuk linggau,no,pemkab sanggau
pemerintah kota manado,no,pemerintah kota malang
pemerintah kota manado,yes,pemkot manado
pemerintah kota medan,yes,pemkot medan
pemerintah kota medan,no,pemerintah kota metro
pemerintah kota padang,no,pemerintah kota padang panjang
pemerintah kota padang,yes,pemkot padang
pemerintah kota padang,no,pemerintah kota padangsidimpuan
pemerintah kota padang panjang,yes,pemkot padang panjang
pemerintah kota padang panjang,no,pemerintah kota padangsidimpuan
pemerintah kota padang panjang,no,pemerintah kota padang
pemerintah kota padangsidimpuan,no,pemerintah kota padang
pemerintah kota padangsidimpuan,yes,pemkot padangsidimpuan
pemerintah kota padangsidimpuan,no,pemerintah kota padang panjang
pemerintah kota pagar alam,no,cagar alam
pemerintah kota pagar alam,yes,pemkot pagar alam
pemerintah kota palembang,yes,pemkot palembang
pemerintah kota palembang,no,lembang
pemerintah kota palopo,yes,pemkot palopo
pemerintah kota palopo,no,pemerintah kota palu
pemerintah kota palu,no,pemerintah kota palopo
pemerintah kota palu,yes,pemkot palu
pemerintah kota pare pare,no,pemerintah kota pasuruan
pemerintah kota pare pare,yes,pemerintah kota parepare
pemerintah kota pare pare,yes,pemkot pare pare
pemerintah kota pariaman,yes,pemkot pariaman
pemerintah kota pariaman,no,pemerintah kota pasuruan
pemerintah kota payakumbuh,no,pemerintah kota pasuruan
pemerintah kota payakumbuh,yes,pemkot payakumbuh
pemerintah kota pekanbaru,yes,pemkot pekanbaru
pemerintah kota pekanbaru,no,pemkab kotabaru
pemerintah kota pekanbaru,no,pemerintah kabupaten kotabaru
pemerintah kota pematang siantar,no,pemerintah kabupaten pemalang
pemerintah kota pematang siantar,no,pemkab pemalang
pemerintah kota pematang siantar,yes,pemkot pematang siantar
pemerintah kota prabumulih,no,pemerintah kota probolinggo
pemerintah kota prabumulih,yes,pemkot prabumulih
pemerintah kota sawahlunto,no,pemerintah kabupaten pesawaran
pemerintah kota sawahlunto,no,pemkab pesawaran
pemerintah kota sawahlunto,yes,pemkot sawahlunto
pemerintah kota sibolga,no,pemerintah kota singkawang
pemerintah kota sibolga,yes,pemkot sibolga
pemerintah kota sorong,no,pemerintah kota solok
pemerintah kota sorong,yes,pemkot sorong
pemerintah kota tanjung balai,no,pemkot tanjung pinang
pemerintah kota tanjung balai,no,pemerintah kota tanjung pinang
pemerintah kota tanjung balai,yes,pemkot tanjung balai
pemerintah provinsi papua barat,yes,pemprov papua barat
pemerintah provinsi papua barat,no,pemerintah provinsi papua
pemerintah provinsi papua barat,no,pemerintah papua
pemerintah provinsi papua barat,no,pemprov papua
pemerintah provinsi riau,no,pemprov kepulauan riau
pemerintah provinsi riau,no,pemerintah provinsi kepulauan riau
pemerintah provinsi riau,yes,pemprov riau
pemerintah provinsi sulawesi tengah,no,pemerintah provinsi sulawesi selatan
pemerintah provinsi sulawesi tengah,no,pemprov sulawesi selatan
pemerintah provinsi sulawesi tengah,no,pemerintah provinsi sulawesi barat
pemerintah provinsi sulawesi tengah,no,pemprov sulawesi barat
pemerintah provinsi sulawesi tengah,yes,pemprov sulawesi tengah
pemerintah provinsi sulawesi tengah,yes,pemerintah provinsi sulteng
pemerintah provinsi sulawesi tengah,no,pemprov sulawesi tenggara
pemerintah provinsi sulawesi tengah,no,pemerintah provinsi sulawesi tenggara
pemerintah provinsi sulawesi tengah,no,pemprov sulawesi utara
pemerintah provinsi sulawesi tengah,no,pemerintah provinsi sulawesi utara
pemerintah provinsi sulawesi tenggara,no,pemerintah provinsi sulawesi selatan
pemerintah provinsi sulawesi tenggara,yes,pemerintah provinsi sultra
pemerintah provinsi sulawesi tenggara,no,pemprov sulawesi selatan
pemerintah provinsi sulawesi tenggara,no,pemerintah provinsi sulawesi tengah
pemerintah provinsi sulawesi tenggara,no,pemprov sulawesi barat
pemerintah provinsi sulawesi tenggara,yes,pemprov sulawesi tenggara
pemerintah provinsi sulawesi tenggara,no,pemerintah provinsi sulawesi utara
pemerintah provinsi sulawesi tenggara,no,pemprov sulawesi utara
pemerintah provinsi sulawesi tenggara,no,pemerintah provinsi sulawesi barat
pemerintah provinsi sulawesi tenggara,no,pemprov sulawesi tengah
pemerintah provinsi sumatera selatan,yes,pemerintah provinsi sumsel
pemerintah provinsi sumatera selatan,no,pemerintah provinsi sulsel
pemerintah provinsi sumatera selatan,yes,pemprov sumatera selatan
pemerintah provinsi sumatera selatan,no,pemprov sumatera utara
pemerintah provinsi sumatera selatan,no,pemerintah provinsi sumatera utara
pemerintah provinsi sumatera selatan,no,pemprov sumatera barat
pemerintah provinsi sumatera selatan,no,pemerintah provinsi sumatera barat
pemerintah provinsi sumatera selatan,no,pemprov sulsel
pemerintah provinsi sumatera utara,no,pemerintah provinsi sulut
pemerintah provinsi sumatera utara,no,pemprov sulut
pemerintah provinsi sumatera utara,no,pemprov sumatera barat
pemerintah provinsi sumatera utara,no,pemprov sumatera selatan
pemerintah provinsi sumatera utara,no,pemerintah provinsi sumatera selatan
pemerintah provinsi sumatera utara,yes,pemerintah provinsi sumut
pemerintah provinsi sumatera utara,yes,pemprov sumatera utara
pemerintah provinsi sumatera utara,no,pemerintah provinsi sumatera barat
perum lembaga penyelenggara pelayanan navigasi penerbangan indonesia (airnav),yes,airnav
perum lembaga penyelenggara pelayanan navigasi penerbangan indonesia (airnav),yes,perum penerbangan indonesia
perum lembaga penyelenggara pelayanan navigasi penerbangan indonesia (airnav),no,penerbangan indonesia
perum lembaga penyelenggara pelayanan navigasi penerbangan indonesia (airnav),yes,perum pelayanan navigasi indonesia
perum bulog,yes,bulog
perum bulog,yes,perum bulog kanwil kaltim & kaltara
perum damri,yes,damri
perum damri,no,perum
perum damri,yes,djawatan angkoetan motor repoeblik indonesia
perum damri,yes,perusahaan umum damri
perum jasa tirta i,yes,jasa tirta i
perum jasa tirta i,no,perum jasa tirta
perum jasa tirta i,no,jasa tirta ii
perum jasa tirta i,no,perum jasa tirta ii
perum jasa tirta ii,no,jasa tirta i
perum jasa tirta ii,no,jasa tirta
perum jasa tirta ii,no,perum jasa tirta
perum jasa tirta ii,yes,jasa tirta ii
perum kehutanan negara (perhutani),yes,perum kehutanan indonesia
perum kehutanan negara (perhutani),yes,perhutani
perum kehutanan negara (perhutani),yes,perum kehutanan negara
perum kehutanan negara (perhutani),no,kehutanan
perum kehutanan negara (perhutani),yes,kehutanan negara
perum kehutanan negara (perhutani),no,hutan
perum lembaga kantor berita nasional antara,yes,berita nasional antara
perum lembaga kantor berita nasional antara,no,berita nasional
perum lembaga kantor berita nasional antara,yes,perum berita nasional antara
perum lembaga kantor berita nasional antara,no,lembaga kantor berita
perum lembaga kantor berita nasional antara,yes,kantor berita nasional antara
perum lembaga kantor berita nasional antara,yes,kantor berita nasional
perum lembaga kantor berita nasional antara,yes,lkbn
perum lembaga kantor berita nasional antara,no,kantor berita
perum lembaga kantor berita nasional antara,yes,kantor berita antara
perum pembangunan perumahan nasional (perumnas),yes,perum pembangunan perumahan nasional
perum pembangunan perumahan nasional (perumnas),yes,perumnas
perum pembangunan perumahan nasional (perumnas),no,pembangunan perumahan
perum pembangunan perumahan nasional (perumnas),no,perumahan
perum pembangunan perumahan nasional (perumnas),yes,perumahan nasional
perum pembangunan perumahan nasional (perumnas),yes,pembangunan perumahan nasional
perum percetakan negara republik indonesia (pnri),yes,perum percetakan negara republik indonesia
perum percetakan negara republik indonesia (pnri),yes,pnri
perum percetakan negara republik indonesia (pnri),yes,percetakan negara
perum percetakan negara republik indonesia (pnri),no,percetakan
perum percetakan negara republik indonesia (pnri),no,percetakan indonesia
perum percetakan negara republik indonesia (pnri),yes,percetakan negara republik indonesia
perum percetakan negara republik indonesia (pnri),yes,perum percetakan
perum percetakan negara republik indonesia (pnri),yes,perum percetakan indonesia
perum percetakan negara republik indonesia (pnri),yes,percetakan republik indonesia
perum percetakan uang republik indonesia (peruri),no,percetakan uang
perum percetakan uang republik indonesia (peruri),yes,percetakan uang indonesia
perum percetakan uang republik indonesia (peruri),no,perum percetakan
perum percetakan uang republik indonesia (peruri),yes,perum percetakan uang republik indonesia
perum percetakan uang republik indonesia (peruri),yes,peruri
perum produksi film negara (pfn),yes,perum produksi film negara
perum produksi film negara (pfn),yes,pfn
perum produksi film negara (pfn),no,produksi film
